result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
83,google,Greta Thunberg,Greta Thunberg: Hanging effigy of teenage climate activist ...,https://www.independent.co.uk/news/world/europe/greta-thunberg-hanging-effigy-rome-italy-climate-change-protest-a9147021.html,An effigy of teenage climate activist Greta Thunberg hanging by a noose has been strung up under a bridge in Rome. The puppet features long ...,126000000,3 days ago ,1570525414
84,google,Greta Thunberg,Greta Thunberg,,,,,
85,google,Greta Thunberg,Why Greta Thunberg Makes Adults Uncomfortable - The Atlantic,https://www.theatlantic.com/science/archive/2019/09/why-greta-wins/598612/,In a very short time,,,
86,google,Greta Thunberg,Hands off Greta Thunberg! - Climate & Capitalism,https://climateandcapitalism.com/2019/10/10/hands-off-greta-thunberg/,The young Swedish woman Greta Thunberg has faced an exceptional outpouring of hatred,,,
87,google,Greta Thunberg,'Let's do it now': Greta Thunberg crosses Atlantic and calls for ...,https://www.theguardian.com/environment/2019/aug/28/greta-thunberg-arrival-in-new-york-delayed-by-rough-seas,Greta Thunberg arrived in New York on Wednesday,,,
88,google,Greta Thunberg,Greta Thunberg,,,,,
89,google,Greta Thunberg,Teen climate activist Greta Thunberg delivers scathing speech ...,https://www.nbcnews.com/news/world/teen-climate-activist-greta-thunberg-delivers-scathing-speech-u-n-n1057621,Teen climate activist Greta Thunberg gave a scathing speech at the United Nations Climate Action Summit on Monday,,,
90,google,Greta Thunberg,Greta Thunberg's Moment by Peter Singer - Project Syndicate,https://www.project-syndicate.org/commentary/thunberg-speech-civil-disobedience-climate-truth-by-peter-singer-2019-10,They were spoken by Greta Thunberg,,,
91,google,Greta Thunberg,Greta Thunberg,,,,,
92,google,Greta Thunberg,WATCH: Greta Thunberg's full speech to world leaders at UN ...,https://www.youtube.com/watch?v=KAJsdgTPJpU,Swedish climate activist Greta Thunberg chastised world leaders Monday,,,
93,google,Greta Thunberg,United Nations Climate Action Summit: Greta Thunberg and ...,https://www.cnn.com/2019/09/23/world/united-nations-greta-thunberg-children-climate-change-human-rights-complaint/index.html,Swedish climate activist Greta Thunberg and 15 other children filed a complaint with the United Nation alleging that five of the world's leading ...,126000000,Sep-23,
94,google,Greta Thunberg,Greta Thunberg: Kids 'will never forgive' you for failing on ...,https://www.cnn.com/2019/09/23/weather/greta-thunberg-unga-climate-speech-intl/index.html,Greta Thunberg doesn't mince words. Not even when addressing the world's most powerful people.,126000000,Sep-23,
95,google,Greta Thunberg,In an unlikely twist,,,,,
96,google,Greta Thunberg,Greta Thunberg (@GretaThunberg) | Twitter,https://twitter.com/gretathunberg?lang=en,16 year old climate and environmental activist with Asperger’s #climatestrike #fridaysforfuture. ... A friend from Sweden will be joining our #ClimateStrike this Friday! ... @gretathunberg #FridaysForFuture 12-2PM Friday,,,
97,google,Greta Thunberg,Greta Thunberg (@GretaThunberg) | Twitter,https://twitter.com/gretathunberg?lang=en%3Fftag%3DMSF0951a18,The latest Tweets from Greta Thunberg (@GretaThunberg). 16 year old climate and environmental activist with Asperger's #climatestrike #fridaysforfuture.,126000000,n/a,n/a
98,google,Greta Thunberg,Greta Thunberg - Twitter,https://twitter.com/GretaThunberg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,No information is available for this page.,,,
