result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
70,google,Boris Johnson,Boris Johnson has been referred to a police watchdog over ...,https://www.cnn.com/2019/09/27/uk/boris-johnson-police-watchdog-intl-gbr/index.html,(CNN) British Prime Minister Boris Johnson has been referred to a police watchdog over his alleged relationship with an American ...,302000000,Sep-28,
71,google,Boris Johnson,Boris Johnson is out of Brexit ideas - CNN,https://www.cnn.com/2019/09/09/uk/boris-johnson-luke-mcgee-analysis-intl-gbr/index.html,Boris Johnson has only been Prime Minister for seven weeks,,,
72,google,Boris Johnson,Commentators consider Boris Johnson's next steps - BBC News,https://www.bbc.com/news/uk-politics-49620650,After suffering a string of parliamentary defeats over Brexit this week,,,
73,google,Boris Johnson,Brexit: Boris Johnson ordered to appear in court over £350m ...,https://www.bbc.com/news/uk-politics-48445430,Boris Johnson has been ordered to appear in court over claims he lied by saying the UK gave the EU £350m a week. The Tory leadership ...,302000000,May-29,
74,google,Boris Johnson,Where Boris Johnson went wrong – POLITICO,https://www.politico.eu/article/where-boris-johnson-went-wrong-dominic-cummings-plan/,The prime minister's office didn't count on Labour not agreeing to an election.,302000000,Sep-25,
75,google,Boris Johnson,Boris Johnson: I will never surrender - YouTube,https://www.youtube.com/watch?v=rlsGGq4p0wM,BORIS Johnson is planning a snap general election on October 14 if MPs block a No Deal Brexit this week,,,
76,google,Boris Johnson,Boris Johnson: I'd rather be dead in ditch than agree Brexit ...,https://www.theguardian.com/politics/2019/sep/05/boris-johnson-rather-be-dead-in-ditch-than-agree-brexit-extension,Boris Johnson has said he would “rather be dead in a ditch” than agree to extend Brexit,,,
77,google,Boris Johnson,Boris Johnson says it is 'absolutely' not true he misled Queen ...,https://www.theguardian.com/politics/2019/sep/12/absolutely-not-true-i-misled-queen-says-boris-johnson,Boris Johnson has said it is “absolutely not true” that he misled the Queen over his reasons for suspending parliament,,,
78,google,Boris Johnson,EU dismay as Boris Johnson compares himself to Hulk ...,https://www.theguardian.com/politics/2019/sep/15/eu-dismay-boris-johnson-compares-himself-to-hulk,European officials have reacted with exasperation after Boris Johnson compared himself to the Incredible Hulk throwing off the shackles of the ...,302000000,Sep-15,
79,google,Boris Johnson,The verdict is in: Boris Johnson is a liar. And he should pay ...,https://www.theguardian.com/commentisfree/2019/sep/24/boris-johnson-liar-supreme-court-verdict-parliament-prorogation,If Boris Johnson does nothing more,,,
80,google,Boris Johnson,May's plan 'sticks in the throat',,,,,
81,google,Boris Johnson,Boris Johnson - Indy100,https://www.indy100.com/topics/boris-johnson,Boris Johnson apparently has a mug with his own face on it. UPVOTE ... Boris Johnson has joined Snapchat and there are too many jokes. UPVOTE ...,302000000,n/a,n/a
82,google,Boris Johnson,EU chiefs blast Boris Johnson's proposals as key negotiator ...,https://www.standard.co.uk/news/politics/eu-chiefs-blast-boris-johnson-proposals-as-key-negotiator-hits-out-at-traitor-brexiteers-a4257976.html,EU chiefs have trashed the Government's latest Brexit proposals,,,
83,google,Boris Johnson,Boris Johnson's father joins climate protesters in London,https://nypost.com/2019/10/09/boris-johnsons-dad-joins-climate-protesters-his-son-labelled-uncooperative-crusties/,The father of British Prime Minister Boris Johnson has joined climate protesters in London after his son urged the demonstrators to pack up their ...,302000000,1 hour ago ,1570644464
84,google,Boris Johnson,Boris Johnson – Wikipedia,https://nds.wikipedia.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (* 19. Juni 1964 in New York City,,,
85,google,Boris Johnson,Brexit is a tool for Boris Johnson to win an election. The EU is ...,https://www.cnn.com/2019/09/28/uk/boris-johnson-brexit-analysis-intl-gbr/index.html,How seriously is Boris Johnson taking Brexit? Not very,,,
86,google,Boris Johnson,More about boris-johnson | Africanews,https://www.africanews.com/tag/boris-johnson/,Ukraine: Zelensky sells out? [International Edition] · Ukrainian nationalists protest against the deal but president Volodymyr Zelensky says polls will be held only ...,302000000,n/a,n/a
87,google,Boris Johnson,Want to understand Boris Johnson,,,,,
88,google,Boris Johnson,Boris Johnson chosen as new UK leader,,,,,
89,google,Boris Johnson,Boris Johnson - NPR,https://www.npr.org/2019/07/04/738228904/he-s-a-flawed-character-and-they-do-not-care-the-rise-of-u-k-s-boris-johnson,Boris Johnson is a larger-than-life British politician who likes to project the image of a bumbling,,,
90,google,Boris Johnson,Who is Boris Johnson,,,,,
91,google,Boris Johnson,Boris Johnson,,,,,
92,google,Boris Johnson,Boris Johnson's Brexit Carnage | The New Yorker,https://www.newyorker.com/news/letter-from-the-uk/boris-johnsons-brexit-carnage,Sam Knight writes on the chaotic week in Parliament,,,
93,google,Boris Johnson,Who is Boris Johnson,,,,,
94,google,Boris Johnson,Brexit Turmoil Intensifies as Court Rebukes Boris Johnson ...,https://www.nytimes.com/2019/09/24/world/europe/uk-supreme-court-brexit.html,Prime Minister Boris Johnson spoke in New York on Tuesday about the British Supreme Court ruling that he illegally suspended Parliament.,302000000,Sep-24,
95,google,Boris Johnson,Boris Johnson Does Things With Flair,,,,,
96,google,Boris Johnson,With Brexit Gambit,,,,,
97,google,Boris Johnson,Boris Johnson (@BorisJohnson) | Twitter,https://twitter.com/borisjohnson?lang=en,The latest Tweets from Boris Johnson (@BorisJohnson). Prime Minister of the United Kingdom and @Conservatives leader. MP for Uxbridge and South Ruislip.,302000000,n/a,n/a
98,google,Boris Johnson,Boris Johnson | HuffPost Australia,https://www.huffingtonpost.com.au/news/boris-johnson/,Boris Johnson's Speech Warns EU To Match His 'Compromise' Or Face No-Deal Brexit ... Brexit And Boris Johnson: What Could Happen This Week In The UK.,302000000,n/a,n/a
99,google,Boris Johnson,Boris Johnson's Brexit deal appears doomed as deadline looms,https://www.theguardian.com/politics/2019/oct/08/boris-johnsons-brexit-deal-appears-doomed-as-deadline-looms,Boris Johnson's Brexit plan appeared to be all but dead on Tuesday night as the government admitted there was little prospect of a deal before ...,302000000,23 hours ago ,1570565273
