result #,search engine,query,article title,article url,article description,total nr of results (best guess),date,timestamp
22,google,Boris Johnson,Let's finish this off: Boris Johnson's last-ditch plea to EU,https://www.indiatoday.in/world/story/let-s-finish-this-off-boris-johnson-s-last-ditch-plea-to-eu-1608895-2019-10-13,"UK Prime Minister Boris Johnson will offer a last ditch plea to the European Union (EU) To help him ""finish off"" Brexit as a backlash from ...",280000000,1 hour ago ,1570962629
23,google,Boris Johnson,Boris Johnson's major U-turn sets up 48 hours to clinch Brexit ...,https://www.theguardian.com/politics/2019/oct/11/michel-barnier-meets-brexit-secretary-after-uks-positive-talks-with-ireland,Boris Johnson has signalled that he will make a last-ditch U-turn on his plans for the Irish border,,,
24,google,Boris Johnson,Boris Johnson latest news,,,,,
25,google,Boris Johnson,Boris Johnson | News,,,,,
26,google,Boris Johnson,Boris Johnson - ITV News,https://www.itv.com/news/topic/boris-johnson/,Get all the latest,,,
27,google,Boris Johnson,boris johnson - HuffPost,https://www.huffpost.com/topic/boris-johnson,boris johnson.,280000000,n/a,n/a
28,google,Boris Johnson,Boris Johnson News: Latest UK Prime Minister Updates | Daily ...,https://www.dailymail.co.uk/news/boris_johnson/index.html,Latest Boris Johnson news on the UK Prime Minister and his no deal Brexit plans plus more on Conservative Party leader's girlfriend Carrie Symonds.,280000000,n/a,n/a
29,google,Boris Johnson,Boris Johnson - Wikiquote,https://en.wikiquote.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (born 19 June 1964) is a British politician,,,
30,google,Boris Johnson,Boris Johnson Could Be Britain's Prime Minister. Who Is He ...,https://time.com/5612219/who-is-boris-johnson/,Boris Johnson is all but certain to become Britain's next Prime Minister next month,,,
31,google,Boris Johnson,Boris Johnson | The Irish Times,https://www.irishtimes.com/topics/topics-7.1213540?article=true&tag_person=Boris+Johnson,Get up to date with the latest news and stories about the person Boris Johnson at The Irish Times. Breaking News at IrishTimes.com.,280000000,n/a,n/a
32,google,Boris Johnson,How Boris Johnson moved to break the Brexit deadlock ...,https://www.ft.com/content/cdb2dadc-ec40-11e9-a240-3b065ef5fc55,Boris Johnson has moved decisively to break the deadlock on Brexit,,,
33,google,Boris Johnson,Boris Johnson popularity & fame | YouGov,https://yougov.co.uk/topics/politics/explore/public_figure/Boris_Johnson,Boris Johnson is the most popular Conservative politician and the most famous. Boris Johnson is described by fans as: Conservative,,,
34,google,Boris Johnson,Website for Boris Johnson,,,,,
35,google,Boris Johnson,Boris Johnson | US News,https://www.usnews.com/topics/people/johnson-boris,US News is a recognized leader in college,,,
36,google,Boris Johnson,Boris Johnson - Newsweek,https://www.newsweek.com/topic/boris-johnson,"""I think he was asking a question",,,
37,google,Boris Johnson,Boris Johnson is trapped in a Brexit prison he helped build ...,https://www.cnn.com/2019/09/14/uk/boris-johnson-is-trapped-in-a-brexit-prison-he-helped-build-intl-gbr/index.html,Boris Johnson never imagined it would be this hard.,280000000,Sep-14,
38,google,Boris Johnson,Who is Boris Johnson,,,,,
39,google,Boris Johnson,The Empty Promise of Boris Johnson | The New Yorker,https://www.newyorker.com/magazine/2019/06/24/the-empty-promise-of-boris-johnson,Sam Knight on Boris Johnson,,,
40,google,Boris Johnson,Boris Johnson wins race to be Tory leader and PM - BBC News,https://www.bbc.com/news/uk-politics-49084605,Boris Johnson has been elected new Conservative leader in a ballot of party members and will become the next UK prime minister. He beat ...,280000000,Jul-23,
41,google,Boris Johnson,boris johnson - Mashable,https://mashable.com/category/boris-johnson/,The latest articles about boris johnson from Mashable,,,
42,google,Boris Johnson,Boris: The Rise of Boris Johnson - Wikipedia,https://en.wikipedia.org/wiki/Boris:_The_Rise_of_Boris_Johnson,Boris: The Rise of Boris Johnson (2006) is a biography of Boris Johnson by Andrew Gimson,,,
43,google,Boris Johnson,Brexit: Boris Johnson to enter intensive negotiations with EU ...,https://www.businessinsider.com/brexit-boris-johnson-to-enter-tunnel-negotiations-with-eu-2019-10,The UK and EU are set to enter a new phase of detailed Brexit negotiations as hopes of a prospect deal increase.,280000000,n/a,n/a
44,google,Boris Johnson,Boris Johnson,,,,,
45,google,Boris Johnson,Boris Johnson - POLITICO,https://www.politico.eu/person/boris-johnson/,The flight of the wife of a US diplomat following a fatal crash gives the UK just cause to show the ambassador the door. Johnson and Varadkar hold 'constructive' ...,280000000,n/a,n/a
46,google,Boris Johnson,Boris Johnson: UK will leave EU in October,,,,,
47,google,Boris Johnson,Is Boris Johnson Ready to be Britain's Prime Minister? - The ...,https://www.theatlantic.com/international/archive/2019/07/boris-johnson-profile/594379/,This is the Boris Johnson who would go to Oxford to study classics,,,
48,google,Boris Johnson,Boris Johnson can be 'trusted' to deliver Brexit,,,,,
49,google,Boris Johnson,Who is Boris Johnson,,,,,
50,google,Boris Johnson,As Prime Minister,,,,,
51,google,Boris Johnson,In Contest to Succeed Theresa May,,,,,
52,google,Boris Johnson,Boris Johnson - Newsweek,https://www.newsweek.com/topic/boris-johnson?page=2,Boris Johnson on Course to Become Next British Prime Minister. The former foreign secretary is the favorite to replace Prime Minister Theresa May,,,
53,google,Boris Johnson,Boris Johnson is holding himself hostage - CNN,https://www.cnn.com/2019/10/05/uk/boris-johnson-is-a-hostage-to-his-own-rhetoric-intl-gbr/index.html,When launching his bid to take over as the UK's Prime Minister back in June,,,
54,google,Boris Johnson,Who is Boris Johnson,,,,,
55,google,Boris Johnson,Boris Johnson's general election gambit is eerily similar to the ...,https://www.independent.co.uk/voices/boris-johnson-general-election-brexit-dominic-cummings-a9149356.html,It is far from clear that a Brexit coupon election will work for Boris Johnson. But like the First World War,,,
56,google,Boris Johnson,Boris Johnson - Washington Examiner,https://www.washingtonexaminer.com/tag/boris-johnson,Boris Johnson urges US to reconsider immunity for diplomat's wife who fled from ... 'Gropegate': Journalist claims British premier Boris Johnson squeezed her ...,280000000,n/a,n/a
57,google,Boris Johnson,Boris Johnson - Vice,https://www.vice.com/en_us/topic/boris-johnson,Bad News Boris: Supreme Court Rules Johnson's Suspension of Parliament Was Illegal. The ruling,,,
58,google,Boris Johnson,Boris Johnson chosen as new UK leader,,,,,
59,google,Boris Johnson,Brexit: dismay in Brussels as Boris Johnson finally reveals ...,https://www.theguardian.com/politics/2019/oct/02/boris-johnson-unveils-brexit-plan-for-alternative-to-backstop,Boris Johnson appears to be fighting a losing battle to avoid Britain staying in the European Union beyond 31 October after Michel Barnier ...,280000000,Oct-02,
60,google,Boris Johnson,'Not the Boris we're used to': Johnson's ruthlessly organised ...,https://www.theguardian.com/politics/2019/jun/09/boris-johnson-kept-from-media-in-ruthlessly-organised-campaign,Tory MPs 'gobsmacked' by lengths to which frontrunner's team is going in attempt to win support.,280000000,Jun-09,
61,google,Boris Johnson,Who is Boris Johnson? Gaffe-prone politician will be prime ...,https://www.businessinsider.com/who-is-boris-johnson-the-gaffe-prone-politician-tipped-to-succeed-theresa-may-controveries-offensive-remarks-2019-5,Boris Johnson has won the contest to replace Theresa May as leader of the Conservative party and prime minister. He is a divisive and ...,280000000,Jul-23,
62,google,Boris Johnson,Boris Johnson Still Basks in Favor of Hard-Line Tories,,,,,
63,google,Boris Johnson,U.S. Businesswoman Admitted Affair With Boris Johnson,,,,,
64,google,Boris Johnson,Boris Johnson,,,,,
65,google,Boris Johnson,Boris Johnson in spotlight after reported police call-out to home,https://www.cnn.com/2019/06/22/uk/boris-johnson-home-altercation-gbr-intl/index.html,Boris Johnson,,,
66,google,Boris Johnson,If UK PM Boris Johnson misled the Queen,,,,,
67,google,Boris Johnson,Who is Boris Johnson,,,,,
68,google,Boris Johnson,Boris Johnson - NPR,https://www.npr.org/2019/07/04/738228904/he-s-a-flawed-character-and-they-do-not-care-the-rise-of-u-k-s-boris-johnson,Boris Johnson is a larger-than-life British politician who likes to project the image of a bumbling,,,
69,google,Boris Johnson,Want to understand Boris Johnson,,,,,
70,google,Boris Johnson,Boris Johnson's Brexit Carnage | The New Yorker,https://www.newyorker.com/news/letter-from-the-uk/boris-johnsons-brexit-carnage,Sam Knight writes on the chaotic week in Parliament,,,
71,google,Boris Johnson,Boris Johnson Does Things With Flair,,,,,
72,google,Boris Johnson,How long can Boris Johnson cling onto power for? - CNN,https://www.cnn.com/2019/09/24/uk/boris-johnson-supreme-court-ruling-analysis-gbr-intl/index.html,At the end of the worst day in his professional life,,,
73,google,Boris Johnson,Boris Johnson launches bid to become UK Prime Minister: live ...,https://www.cnn.com/europe/live-news/boris-johnson-campaign-launch-0612-gbr-intl/index.html,Boris Johnson joins the race: The frontrunner to become Britain's next prime minister officially launched his bid for Downing Street on ...,280000000,Jun-12,
74,google,Boris Johnson,Boris Johnson's Brexit options are all bad - CNN - CNN.com,https://www.cnn.com/2019/09/07/europe/boris-johnson-options-brexit-gbr-intl/index.html,Boris Johnson keeps saying he really,,,
75,google,Boris Johnson,Boris Johnson could be forced out as UK Prime Minister by ...,https://www.cnn.com/2019/09/28/uk/boris-johnson-no-confidence-vote-intl-gbr/index.html,London (CNN) British Prime Minister Boris Johnson could be forced out of office next week as opposition lawmakers try to join forces to replace ...,280000000,Sep-29,
76,google,Boris Johnson,Brexit: What Are Boris Johnson's Options | National Review,https://www.nationalreview.com/2019/09/brexit-boris-johnson-options/,A coalition of Labour,,,
77,google,Boris Johnson,Boris Johnson: I'd rather be dead in ditch than agree Brexit ...,https://www.theguardian.com/politics/2019/sep/05/boris-johnson-rather-be-dead-in-ditch-than-agree-brexit-extension,Boris Johnson has said he would “rather be dead in a ditch” than agree to extend Brexit,,,
78,google,Boris Johnson,Women in Parliament Call Out Boris Johnson for His ...,https://www.nytimes.com/2019/09/26/world/europe/boris-johnson-women.html,LONDON — One after another,,,
79,google,Boris Johnson,With Brexit Gambit,,,,,
80,google,Boris Johnson,Brexit: Boris Johnson ordered to appear in court over £350m ...,https://www.bbc.com/news/uk-politics-48445430,Boris Johnson has been ordered to appear in court over claims he lied by saying the UK gave the EU £350m a week. The Tory leadership ...,280000000,May-29,
81,google,Boris Johnson,Commentators consider Boris Johnson's next steps - BBC News,https://www.bbc.com/news/uk-politics-49620650,After suffering a string of parliamentary defeats over Brexit this week,,,
82,google,Boris Johnson,The Similarities Between Boris Johnson And Donald Trump ...,https://www.npr.org/2019/07/23/744076619/boris-johnson-britains-next-prime-minister-shares-similarities-with-trump,At a time of polarization and political chaos,,,
83,google,Boris Johnson,Prime Minister Boris Johnson? I'm sorry to say that I'm partly to ...,https://www.theguardian.com/commentisfree/2019/jul/22/boris-johnson-prime-minister-blame-standup-journalists,What people want to know – and I mean people from across the political spectrum – is how Boris Johnson,,,
84,google,Boris Johnson,The verdict is in: Boris Johnson is a liar. And he should pay ...,https://www.theguardian.com/commentisfree/2019/sep/24/boris-johnson-liar-supreme-court-verdict-parliament-prorogation,If Boris Johnson does nothing more,,,
85,google,Boris Johnson,Boris Johnson elected new Tory leader | Politics | The Guardian,https://www.theguardian.com/politics/2019/jul/23/boris-johnson-elected-new-tory-leader-prime-minister,Former foreign secretary will succeed Theresa May as Britain's next prime minister after beating Jeremy Hunt. Boris Johnson wins Tory ...,280000000,Jul-23,
86,google,Boris Johnson,Boris Johnson is out of Brexit ideas - CNN,https://www.cnn.com/2019/09/09/uk/boris-johnson-luke-mcgee-analysis-intl-gbr/index.html,Boris Johnson has only been Prime Minister for seven weeks,,,
87,google,Boris Johnson,Boris Johnson needs to throw someone under a bus over Brexit,https://www.cnn.com/2019/10/02/uk/boris-johnson-needs-to-make-a-choice-analysis-intl-gbr/index.html,Boris Johnson has set the UK on course for a Brexit showdown.,280000000,Oct-02,
88,google,Boris Johnson,To Make a Deal on Brexit,,,,,
89,google,Boris Johnson,Boris Johnson is already defanging Britain's monstrous ...,https://www.telegraph.co.uk/politics/2019/10/13/boris-johnson-already-defanging-britains-monstrous-quangocracies/,For all their mighty talk of parliamentary sovereignty,,,
90,google,Boris Johnson,Boris Johnson: I will never surrender - YouTube,https://www.youtube.com/watch?v=rlsGGq4p0wM,BORIS Johnson is planning a snap general election on October 14 if MPs block a No Deal Brexit this week,,,
91,google,Boris Johnson,Can Boris Johnson's border plan break the Brexit deadlock ...,https://www.theguardian.com/politics/2019/oct/06/boris-johnson-brexit-border-plan-break-deadlock-analysis,What are the main points of Boris Johnson's plan? The PM's proposals would leave Northern Ireland aligned with the EU's single market,,,
92,google,Boris Johnson,May's plan 'sticks in the throat',,,,,
93,google,Boris Johnson,Boris Johnson – Wikipedia,https://nds.wikipedia.org/wiki/Boris_Johnson,Alexander Boris de Pfeffel Johnson (* 19. Juni 1964 in New York City,,,
94,google,Boris Johnson,Boris Johnson has stunned the Brexit-denying Remoaners by ...,https://www.thesun.co.uk/news/10123497/boris-johnson-remoaners-brexit-deal/,BORIS Johnson has stunned the Brexit-denying Remoaners just by getting the UK this close to a deal. After a week of high-stakes political ...,280000000,12 hours ago ,1570923039
95,google,Boris Johnson,Boris Johnson - Indy100,https://www.indy100.com/topics/boris-johnson,Boris Johnson called Extinction Rebellion protesters 'crusties'. UPVOTE ... Jennifer Arcuri dodged a question about Boris Johnson pole dancing. UPVOTE ...,280000000,n/a,n/a
96,google,Boris Johnson,Brexit: Remainers are poised to fend off no deal,,,,,
97,google,Boris Johnson,Boris Johnson (@BorisJohnson) | Twitter,https://twitter.com/borisjohnson?lang=en,The latest Tweets from Boris Johnson (@BorisJohnson). Prime Minister of the United Kingdom and @Conservatives leader. MP for Uxbridge and South Ruislip.,280000000,n/a,n/a
98,google,Boris Johnson,Boris Johnson's Brexit plan 'nearly impossible',,,,,
99,google,Boris Johnson,Is Boris Johnson about to snatch Brexit victory from the jaws of ...,https://www.youtube.com/watch?v=Dt6GdgladVk,The sudden smiles from Leo Varadkar,,,
